schema,table,column,inferred_dtype
mineral_extraction,bauxite_mining_emissions_sources,start_time,string
manufacturing,cement_country_emissions,emissions_quantity,string
forestry_and_land_use,forest_land_clearing_emissions_sources,other8_def,empty
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_ownership,sector,string
agriculture,manure_management_cattle_feedlot_emissions_sources,created_date,string
power,electricity_generation_emissions_sources_confidence,iso3_country,string
manufacturing,aluminum_country_emissions,subsector,string
fossil_fuel_operations,solid_fuel_transformation_country_emissions,end_time,string
manufacturing,aluminum_emissions_sources,other2_def,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources_confidenc,ch4_emissions_factor,string
mineral_extraction,copper_mining_emissions_sources_ownership,sector,string
mineral_extraction,bauxite_mining_emissions_sources_confidence,source_id,string
forestry_and_land_use,net_shrubgrass_emissions_sources,other5,empty
transportation,road_transportation_emissions_sources,sector,string
mineral_extraction,iron_mining_emissions_sources,iso3_country,string
forestry_and_land_use,net_forest_land_emissions_sources,other7,empty
buildings,residential_and_commercial_onsite_fuel_usage_country_emissions,emissions_quantity,string
forestry_and_land_use,forest_land_fires_emissions_sources_confidence,co2_emissions_factor,string
forestry_and_land_use,net_forest_land_emissions_sources,source_name,string
mineral_extraction,sand_quarrying_country_emissions,iso3_country,string
forestry_and_land_use,net_shrubgrass_emissions_sources,end_time,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources,other2,string
forestry_and_land_use,forest_land_clearing_emissions_sources,other9,empty
transportation,road_transportation_country_emissions,modified_date,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources,other10,string
forestry_and_land_use,shrubgrass_fires_emissions_sources,sector,string
forestry_and_land_use,wetland_fires_emissions_sources,emissions_quantity,string
manufacturing,chemicals_country_emissions,start_time,string
transportation,road_transportation_emissions_sources_confidence,capacity,string
mineral_extraction,bauxite_mining_emissions_sources,other7_def,empty
mineral_extraction,bauxite_mining_emissions_sources_ownership,source_id,string
manufacturing,aluminum_country_emissions,start_time,string
agriculture,synthetic_fertilizer_application_emissions_sources,other2,string
manufacturing,cement_emissions_sources_confidence,source_name,string
power,electricity_generation_emissions_sources_confidence,sector,string
transportation,international_shipping_emissions_sources,other7,empty
forestry_and_land_use,forest_land_degradation_emissions_sources,source_id,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_ownership,iso3_country,string
forestry_and_land_use,shrubgrass_fires_emissions_sources_confidence,source_type,empty
forestry_and_land_use,net_shrubgrass_emissions_sources,other4_def,empty
fossil_fuel_operations,coal_mining_emissions_sources_ownership,percent_company_datasource,string
waste,solid_waste_disposal_emissions_sources,other4,string
forestry_and_land_use,wetland_fires_emissions_sources_confidence,created_date,string
forestry_and_land_use,forest_land_fires_emissions_sources,other6_def,empty
forestry_and_land_use,water_reservoirs_emissions_sources,modified_date,string
transportation,domestic_aviation_emissions_sources,source_name,string
mineral_extraction,iron_mining_emissions_sources_ownership,sector,string
transportation,international_aviation_emissions_sources_confidence,source_name,string
forestry_and_land_use,forest_land_fires_emissions_sources_confidence,modified_date,empty
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_confiden,total_co2e_20yrgwp,string
waste,wastewater_treatment_and_discharge_emissions_sources,other9,empty
forestry_and_land_use,removals_emissions_sources,emissions_factor_units,empty
forestry_and_land_use,net_wetland_emissions_sources_confidence,capacity,empty
manufacturing,other_manufacturing_emissions_sources,other5_def,empty
transportation,domestic_aviation_emissions_sources,other7,empty
agriculture,synthetic_fertilizer_application_country_emissions,start_time,string
manufacturing,steel_emissions_sources,other10,empty
forestry_and_land_use,net_shrubgrass_emissions_sources_confidence,ch4_emissions,empty
forestry_and_land_use,removals_emissions_sources_confidence,capacity_factor,empty
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_ownership,company_id,string
agriculture,rice_cultivation_emissions_sources,other2,string
manufacturing,steel_emissions_sources,emissions_quantity,string
fossil_fuel_operations,coal_mining_emissions_sources_ownership,percent_interest_company,string
power,electricity_generation_emissions_sources,other2,empty
mineral_extraction,iron_mining_emissions_sources_confidence,activity,string
manufacturing,petrochemicals_emissions_sources,other3_def,empty
mineral_extraction,copper_mining_emissions_sources_ownership,company_id,string
manufacturing,chemicals_country_emissions,subsector,string
mineral_extraction,bauxite_mining_emissions_sources_confidence,capacity,empty
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources_confidenc,source_type,string
waste,solid_waste_disposal_emissions_sources_confidence,created_date,string
mineral_extraction,iron_mining_emissions_sources,temporal_granularity,string
forestry_and_land_use,water_reservoirs_emissions_sources_confidence,created_date,string
manufacturing,cement_emissions_sources_ownership,start_date,string
agriculture,other_agricultural_soil_emissions_country_emissions,emissions_quantity_units,string
forestry_and_land_use,removals_emissions_sources,other9_def,empty
transportation,international_shipping_emissions_sources,lon,string
mineral_extraction,bauxite_mining_emissions_sources_ownership,relationship,string
transportation,domestic_shipping_emissions_sources_confidence,total_co2e_20yrgwp,string
mineral_extraction,bauxite_mining_emissions_sources,other8,empty
transportation,road_transportation_emissions_sources_confidence,source_id,string
mineral_extraction,iron_mining_emissions_sources,source_type,string
agriculture,manure_management_cattle_feedlot_emissions_sources_confidence,activity,string
agriculture,cropland_fires_emissions_sources,other2_def,string
forestry_and_land_use,forest_land_fires_emissions_sources,lon,string
waste,wastewater_treatment_and_discharge_emissions_sources,other8_def,empty
agriculture,manure_left_on_pasture_cattle_emissions_sources,other3_def,string
mineral_extraction,bauxite_mining_emissions_sources,other1_def,empty
mineral_extraction,copper_mining_emissions_sources_ownership,iso3_country,string
mineral_extraction,sand_quarrying_country_emissions,temporal_granularity,string
forestry_and_land_use,forest_land_clearing_emissions_sources_confidence,co2_emissions_factor,string
forestry_and_land_use,net_wetland_emissions_sources,geometry_ref,string
forestry_and_land_use,forest_land_clearing_emissions_sources,geometry_ref,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_confidence,source_type,string
transportation,international_aviation_emissions_sources_confidence,ch4_emissions_factor,string
waste,solid_waste_disposal_emissions_sources,other7_def,string
manufacturing,cement_emissions_sources_ownership,percent_company_datasource,empty
manufacturing,petrochemicals_emissions_sources,other8_def,empty
fossil_fuel_operations,coal_mining_emissions_sources,other6,empty
transportation,road_transportation_emissions_sources,capacity_units,string
forestry_and_land_use,water_reservoirs_emissions_sources,end_time,string
forestry_and_land_use,shrubgrass_fires_emissions_sources,capacity_units,string
agriculture,cropland_fires_country_emissions,created_date,string
transportation,international_shipping_emissions_sources_confidence,source_type,empty
waste,wastewater_treatment_and_discharge_emissions_sources,other3_def,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources,other4_def,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,other8_def,string
manufacturing,cement_emissions_sources_confidence,ch4_emissions_factor,string
agriculture,manure_left_on_pasture_cattle_country_emissions,gas,string
forestry_and_land_use,water_reservoirs_emissions_sources,other5,empty
transportation,domestic_aviation_emissions_sources_confidence,start_time,string
transportation,domestic_aviation_emissions_sources,emissions_quantity,string
transportation,other_transport_country_emissions,start_time,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,iso3_country,string
fossil_fuel_operations,coal_mining_emissions_sources_ownership,start_date,string
forestry_and_land_use,forest_land_clearing_emissions_sources_confidence,subsector,string
manufacturing,petrochemicals_emissions_sources,other9,empty
forestry_and_land_use,net_forest_land_emissions_sources_confidence,source_id,string
waste,solid_waste_disposal_emissions_sources,start_time,string
manufacturing,steel_emissions_sources_confidence,activity,string
forestry_and_land_use,wetland_fires_country_emissions,temporal_granularity,string
transportation,domestic_aviation_emissions_sources,other10,empty
manufacturing,cement_emissions_sources_ownership,percent_interest_company,string
manufacturing,steel_emissions_sources,other7,empty
transportation,international_aviation_emissions_sources,temporal_granularity,string
agriculture,rice_cultivation_country_emissions,end_time,string
transportation,international_aviation_emissions_sources,source_type,string
manufacturing,steel_emissions_sources,source_name,string
mineral_extraction,copper_mining_emissions_sources_confidence,sector,string
fossil_fuel_operations,oil_and_gas_refining_country_emissions,subsector,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,other9,empty
transportation,other_transport_country_emissions,subsector,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,source_type,empty
waste,solid_waste_disposal_emissions_sources,other1_def,string
agriculture,cropland_fires_emissions_sources,other3,string
fluorinated_gases,fluorinated_gases_country_emissions,emissions_quantity,string
transportation,international_aviation_country_emissions,modified_date,string
forestry_and_land_use,shrubgrass_fires_country_emissions,emissions_quantity,string
transportation,road_transportation_emissions_sources,other6,empty
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources,other7,empty
waste,solid_waste_disposal_emissions_sources,other8,empty
transportation,domestic_shipping_emissions_sources_confidence,created_date,string
power,electricity_generation_country_emissions,sector,string
agriculture,synthetic_fertilizer_application_emissions_sources,lon,string
forestry_and_land_use,removals_country_emissions,sector,string
forestry_and_land_use,net_wetland_emissions_sources,other9,empty
fossil_fuel_operations,coal_mining_country_emissions,modified_date,empty
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources,source_name,string
manufacturing,aluminum_emissions_sources_confidence,ch4_emissions_factor,string
agriculture,rice_cultivation_emissions_sources,lon,string
forestry_and_land_use,shrubgrass_fires_emissions_sources,other5_def,empty
forestry_and_land_use,water_reservoirs_emissions_sources_confidence,total_co2e_20yrgwp,string
forestry_and_land_use,net_forest_land_emissions_sources,other10,empty
agriculture,manure_left_on_pasture_cattle_emissions_sources_confidence,source_type,empty
waste,solid_waste_disposal_emissions_sources_confidence,total_co2e_20yrgwp,string
fossil_fuel_operations,coal_mining_emissions_sources_confidence,ch4_emissions_factor,string
manufacturing,other_manufacturing_emissions_sources,lon,string
power,electricity_generation_emissions_sources,other6_def,empty
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,temporal_granularity,string
waste,incineration_and_open_burning_of_waste_country_emissions,end_time,string
agriculture,manure_management_cattle_feedlot_country_emissions,emissions_quantity_units,string
waste,wastewater_treatment_and_discharge_emissions_sources,geometry_ref,string
forestry_and_land_use,wetland_fires_emissions_sources,source_name,string
forestry_and_land_use,net_forest_land_emissions_sources,emissions_quantity,string
forestry_and_land_use,net_wetland_emissions_sources,other8_def,empty
agriculture,rice_cultivation_emissions_sources,other6_def,empty
forestry_and_land_use,wetland_fires_country_emissions,iso3_country,string
fossil_fuel_operations,oil_and_gas_refining_country_emissions,start_time,string
mineral_extraction,copper_mining_emissions_sources_confidence,iso3_country,string
transportation,international_aviation_emissions_sources,iso3_country,string
manufacturing,cement_emissions_sources,subsector,string
power,other_energy_use_country_emissions,emissions_quantity,string
forestry_and_land_use,removals_emissions_sources,capacity,empty
manufacturing,other_manufacturing_emissions_sources,other10,empty
power,electricity_generation_emissions_sources,lon,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_confiden,created_date,string
manufacturing,cement_emissions_sources,other10_def,empty
forestry_and_land_use,net_forest_land_emissions_sources_confidence,capacity,empty
forestry_and_land_use,shrubgrass_fires_emissions_sources,gas,string
fossil_fuel_operations,other_fossil_fuel_operations_country_emissions,modified_date,string
forestry_and_land_use,forest_land_fires_emissions_sources_confidence,subsector,string
mineral_extraction,copper_mining_emissions_sources_confidence,n2o_emissions_factor,empty
forestry_and_land_use,net_shrubgrass_emissions_sources,modified_date,empty
agriculture,enteric_fermentation_other_country_emissions,gas,string
forestry_and_land_use,wetland_fires_emissions_sources_confidence,total_co2e_20yrgwp,string
transportation,road_transportation_emissions_sources,gas,string
forestry_and_land_use,forest_land_fires_emissions_sources,other2,string
mineral_extraction,bauxite_mining_emissions_sources,other4,empty
agriculture,enteric_fermentation_cattle_pasture_emissions_sources_confidenc,source_name,string
forestry_and_land_use,water_reservoirs_emissions_sources,other4_def,empty
forestry_and_land_use,forest_land_clearing_emissions_sources,other3_def,string
forestry_and_land_use,wetland_fires_emissions_sources,other7,empty
agriculture,manure_management_cattle_feedlot_emissions_sources,activity_units,string
agriculture,synthetic_fertilizer_application_emissions_sources,other6_def,empty
transportation,international_shipping_emissions_sources,other2_def,empty
agriculture,enteric_fermentation_cattle_feedlot_country_emissions,sector,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_ownershi,relationship,string
forestry_and_land_use,net_shrubgrass_emissions_sources,other3_def,string
transportation,road_transportation_emissions_sources,other8_def,empty
waste,solid_waste_disposal_emissions_sources,other5_def,string
forestry_and_land_use,forest_land_clearing_emissions_sources,modified_date,string
manufacturing,aluminum_emissions_sources_confidence,start_time,string
mineral_extraction,iron_mining_emissions_sources,capacity_factor,empty
transportation,road_transportation_emissions_sources,other2,string
manufacturing,cement_emissions_sources,other10,empty
forestry_and_land_use,forest_land_degradation_emissions_sources,other2,string
mineral_extraction,copper_mining_emissions_sources_ownership,percent_company_datasource,empty
agriculture,synthetic_fertilizer_application_emissions_sources,source_id,string
fossil_fuel_operations,coal_mining_emissions_sources_confidence,start_time,string
forestry_and_land_use,shrubgrass_fires_emissions_sources_confidence,activity,string
forestry_and_land_use,shrubgrass_fires_emissions_sources,other1_def,string
agriculture,rice_cultivation_emissions_sources,source_id,string
manufacturing,other_manufacturing_emissions_sources,source_id,string
agriculture,cropland_fires_country_emissions,temporal_granularity,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_ownership,percent_interest_company,string
forestry_and_land_use,shrubgrass_fires_emissions_sources,other8,empty
fossil_fuel_operations,coal_mining_emissions_sources_ownership,company_id,string
mineral_extraction,iron_mining_emissions_sources_confidence,source_type,string
agriculture,synthetic_fertilizer_application_emissions_sources_confidence,total_co2e_20yrgwp,string
mineral_extraction,copper_mining_emissions_sources,capacity,empty
mineral_extraction,copper_mining_emissions_sources_ownership,percent_interest_company,string
forestry_and_land_use,wetland_fires_country_emissions,created_date,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_ownershi,interest_units,empty
manufacturing,petrochemicals_emissions_sources,other4_def,empty
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources_confidenc,activity,string
power,electricity_generation_emissions_sources,source_id,string
transportation,international_aviation_emissions_sources,emissions_factor,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,other3,string
forestry_and_land_use,net_wetland_emissions_sources,other5,empty
mineral_extraction,iron_mining_emissions_sources,activity,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,other4_def,string
power,electricity_generation_emissions_sources_ownership,percent_parent_datasource,string
forestry_and_land_use,net_forest_land_emissions_sources,subsector,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources,emissions_factor_units,string
waste,biological_treatment_of_solid_waste_and_biogenic_country_emissi,start_time,string
forestry_and_land_use,net_forest_land_emissions_sources,other10_def,empty
agriculture,other_agricultural_soil_emissions_country_emissions,modified_date,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_ownership,percent_company_datasource,empty
forestry_and_land_use,net_wetland_emissions_sources,end_time,string
fossil_fuel_operations,coal_mining_emissions_sources_ownership,iso3_country,string
waste,solid_waste_disposal_emissions_sources,gas,string
manufacturing,cement_emissions_sources,emissions_quantity,string
agriculture,manure_management_cattle_feedlot_emissions_sources_confidence,source_type,string
manufacturing,cement_emissions_sources_confidence,start_time,string
forestry_and_land_use,net_wetland_emissions_sources,other4_def,empty
manufacturing,petrochemicals_emissions_sources,other5,empty
agriculture,synthetic_fertilizer_application_emissions_sources,lat,string
agriculture,manure_management_other_country_emissions,emissions_quantity_units,string
transportation,domestic_shipping_emissions_sources,capacity,string
waste,solid_waste_disposal_emissions_sources,capacity_units,string
power,electricity_generation_emissions_sources_confidence,co2_emissions,string
mineral_extraction,iron_mining_emissions_sources_ownership,percent_interest_company,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,end_time,string
transportation,domestic_aviation_emissions_sources,other10_def,empty
transportation,road_transportation_emissions_sources,other8,empty
mineral_extraction,iron_mining_country_emissions,emissions_quantity_units,string
transportation,domestic_aviation_emissions_sources,subsector,string
transportation,domestic_aviation_emissions_sources_confidence,ch4_emissions_factor,string
forestry_and_land_use,shrubgrass_fires_emissions_sources,other7_def,empty
forestry_and_land_use,water_reservoirs_emissions_sources,other8_def,empty
agriculture,cropland_fires_country_emissions,iso3_country,string
transportation,domestic_aviation_emissions_sources_ownership,subsector,string
transportation,international_aviation_emissions_sources_confidence,start_time,string
manufacturing,other_manufacturing_emissions_sources,lat,string
manufacturing,petrochemicals_emissions_sources,end_time,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,emissions_factor,string
manufacturing,cement_country_emissions,end_time,string
mineral_extraction,bauxite_mining_emissions_sources,sector,string
transportation,international_aviation_emissions_sources,other3,empty
power,electricity_generation_emissions_sources_ownership_data_source,modified_date,empty
agriculture,rice_cultivation_emissions_sources,lat,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,other5,empty
agriculture,manure_management_cattle_feedlot_emissions_sources,other2_def,string
fossil_fuel_operations,solid_fuel_transformation_country_emissions,emissions_quantity,string
mineral_extraction,iron_mining_emissions_sources_ownership,percent_company_datasource,empty
power,electricity_generation_emissions_sources,lat,string
forestry_and_land_use,net_forest_land_emissions_sources_confidence,capacity_factor,empty
waste,wastewater_treatment_and_discharge_emissions_sources,modified_date,empty
fossil_fuel_operations,coal_mining_emissions_sources_ownership,sector,string
manufacturing,aluminum_emissions_sources,created_date,string
transportation,road_transportation_emissions_sources,start_time,string
waste,biological_treatment_of_solid_waste_and_biogenic_country_emissi,subsector,string
buildings,residential_and_commercial_onsite_fuel_usage_country_emissions,end_time,string
power,electricity_generation_emissions_sources_confidence,total_co2e_100yrgwp,string
mineral_extraction,copper_mining_emissions_sources_confidence,n2o_emissions,empty
forestry_and_land_use,shrubgrass_fires_emissions_sources,start_time,string
transportation,road_transportation_country_emissions,emissions_quantity_units,string
forestry_and_land_use,net_shrubgrass_emissions_sources,geometry_ref,string
forestry_and_land_use,water_reservoirs_emissions_sources,other9,empty
transportation,international_aviation_emissions_sources_ownership,percent_parent_datasource,string
forestry_and_land_use,water_reservoirs_country_emissions,temporal_granularity,string
transportation,international_aviation_country_emissions,emissions_quantity_units,string
manufacturing,aluminum_emissions_sources,activity_units,string
transportation,road_transportation_emissions_sources,other4_def,empty
power,electricity_generation_emissions_sources_confidence,n2o_emissions,empty
mineral_extraction,bauxite_mining_emissions_sources,gas,string
fluorinated_gases,fluorinated_gases_country_emissions,end_time,string
forestry_and_land_use,forest_land_degradation_emissions_sources,lon,string
manufacturing,other_manufacturing_emissions_sources_confidence,capacity,empty
forestry_and_land_use,shrubgrass_fires_country_emissions,end_time,string
manufacturing,steel_emissions_sources_ownership_data_source,reference_id,string
mineral_extraction,iron_mining_emissions_sources_ownership,start_date,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,modified_date,string
manufacturing,steel_emissions_sources_ownership,interest_units,string
transportation,domestic_aviation_emissions_sources_ownership,percent_interest_parent,string
agriculture,manure_left_on_pasture_cattle_country_emissions,sector,string
agriculture,manure_left_on_pasture_cattle_emissions_sources_confidence,activity,string
fossil_fuel_operations,coal_mining_country_emissions,emissions_quantity_units,string
manufacturing,petrochemicals_emissions_sources,modified_date,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources,other6_def,empty
mineral_extraction,iron_mining_emissions_sources,other3,empty
agriculture,manure_management_cattle_feedlot_country_emissions,modified_date,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,activity,string
mineral_extraction,copper_mining_emissions_sources_confidence,total_co2e_100yrgwp,string
manufacturing,aluminum_emissions_sources_ownership,interest_units,string
transportation,domestic_aviation_emissions_sources_confidence,source_name,string
forestry_and_land_use,removals_emissions_sources_confidence,source_id,string
waste,incineration_and_open_burning_of_waste_country_emissions,emissions_quantity,string
agriculture,synthetic_fertilizer_application_emissions_sources_confidence,created_date,string
mineral_extraction,copper_mining_emissions_sources,emissions_factor_units,string
manufacturing,steel_country_emissions,subsector,string
forestry_and_land_use,shrubgrass_fires_emissions_sources,other4,empty
waste,wastewater_treatment_and_discharge_emissions_sources,end_time,string
manufacturing,cement_emissions_sources_ownership,sector,string
fossil_fuel_operations,other_fossil_fuel_operations_country_emissions,emissions_quantity_units,string
power,other_energy_use_country_emissions,end_time,string
transportation,international_shipping_emissions_sources,source_id,string
waste,wastewater_treatment_and_discharge_emissions_sources,other5,empty
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,capacity_factor,string
mineral_extraction,copper_mining_emissions_sources_confidence,co2_emissions,string
forestry_and_land_use,forest_land_degradation_emissions_sources,other6_def,empty
forestry_and_land_use,forest_land_fires_emissions_sources_confidence,end_time,string
manufacturing,steel_emissions_sources,other10_def,empty
transportation,road_transportation_emissions_sources_confidence,capacity_factor,empty
manufacturing,steel_emissions_sources,subsector,string
forestry_and_land_use,forest_land_fires_emissions_sources,source_id,string
mineral_extraction,bauxite_mining_emissions_sources,other5_def,empty
forestry_and_land_use,water_reservoirs_emissions_sources,other3_def,empty
forestry_and_land_use,forest_land_clearing_emissions_sources,other4_def,empty
mineral_extraction,copper_mining_emissions_sources,other9_def,empty
manufacturing,steel_country_emissions,start_time,string
forestry_and_land_use,forest_land_clearing_emissions_sources,end_time,string
transportation,international_aviation_emissions_sources,capacity_factor,empty
fossil_fuel_operations,coal_mining_emissions_sources,other1,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_confidence,activity,string
forestry_and_land_use,net_shrubgrass_emissions_sources,other9,empty
forestry_and_land_use,water_reservoirs_emissions_sources,geometry_ref,string
manufacturing,other_manufacturing_emissions_sources_confidence,source_id,string
forestry_and_land_use,removals_country_emissions,gas,string
forestry_and_land_use,water_reservoirs_country_emissions,iso3_country,string
power,electricity_generation_country_emissions,gas,string
forestry_and_land_use,removals_emissions_sources_confidence,capacity,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources,subsector,string
forestry_and_land_use,forest_land_clearing_emissions_sources,other5,empty
transportation,international_shipping_emissions_sources_confidence,activity,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources,other10_def,empty
forestry_and_land_use,net_wetland_emissions_sources_confidence,capacity_factor,empty
transportation,domestic_shipping_emissions_sources,other10,empty
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_ownership,start_date,string
waste,wastewater_treatment_and_discharge_emissions_sources,other4_def,string
forestry_and_land_use,forest_land_clearing_emissions_sources_confidence,end_time,string
forestry_and_land_use,wetland_fires_emissions_sources,subsector,string
mineral_extraction,bauxite_mining_emissions_sources_confidence,capacity_factor,empty
forestry_and_land_use,wetland_fires_emissions_sources,other10_def,empty
mineral_extraction,copper_mining_emissions_sources_ownership,start_date,string
waste,solid_waste_disposal_emissions_sources,sector,string
manufacturing,cement_emissions_sources,source_name,string
forestry_and_land_use,net_shrubgrass_emissions_sources,other8_def,empty
transportation,international_aviation_emissions_sources,activity,string
manufacturing,cement_emissions_sources_ownership,company_id,string
mineral_extraction,iron_mining_emissions_sources,emissions_factor,string
manufacturing,steel_emissions_sources_confidence,source_type,string
agriculture,enteric_fermentation_other_country_emissions,sector,string
agriculture,rice_cultivation_country_emissions,emissions_quantity,string
transportation,domestic_aviation_emissions_sources_ownership,modified_date,string
mineral_extraction,sand_quarrying_country_emissions,created_date,string
manufacturing,cement_emissions_sources,other7,empty
agriculture,enteric_fermentation_cattle_pasture_emissions_sources_confidenc,start_time,string
forestry_and_land_use,forest_land_fires_emissions_sources,lat,string
manufacturing,cement_emissions_sources_ownership,iso3_country,string
mineral_extraction,bauxite_mining_emissions_sources,capacity_units,empty
forestry_and_land_use,net_wetland_emissions_sources,modified_date,empty
transportation,domestic_shipping_emissions_sources,emissions_factor_units,string
transportation,international_shipping_emissions_sources,lat,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_ownershi,source_name,string
agriculture,enteric_fermentation_cattle_feedlot_country_emissions,gas,string
mineral_extraction,bauxite_mining_emissions_sources_ownership,ultimate_parent_name,string
manufacturing,petrochemicals_emissions_sources,other6_def,empty
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_ownershi,created_date,string
agriculture,cropland_fires_emissions_sources_confidence,co2_emissions_factor,empty
agriculture,manure_management_cattle_feedlot_emissions_sources,other10_def,empty
forestry_and_land_use,net_forest_land_emissions_sources_confidence,source_type,empty
forestry_and_land_use,wetland_fires_emissions_sources_confidence,co2_emissions,string
agriculture,manure_management_cattle_feedlot_emissions_sources,subsector,string
mineral_extraction,bauxite_mining_country_emissions,gas,string
fossil_fuel_operations,coal_mining_emissions_sources,gas,string
transportation,domestic_shipping_emissions_sources,iso3_country,string
waste,solid_waste_disposal_emissions_sources_confidence,total_co2e_100yrgwp,string
forestry_and_land_use,water_reservoirs_emissions_sources_confidence,total_co2e_100yrgwp,string
forestry_and_land_use,removals_emissions_sources,other3,string
manufacturing,cement_emissions_sources,activity_units,string
transportation,domestic_aviation_emissions_sources,other2_def,string
transportation,road_transportation_country_emissions,created_date,string
forestry_and_land_use,forest_land_fires_country_emissions,emissions_quantity,string
fossil_fuel_operations,oil_and_gas_production_and_transport_country_emissions,sector,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources,emissions_quantity,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,other6_def,string
power,electricity_generation_emissions_sources_ownership,subsector,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_confidence,source_id,string
transportation,international_shipping_emissions_sources,other4,empty
transportation,railways_country_emissions,subsector,string
forestry_and_land_use,forest_land_degradation_emissions_sources,modified_date,string
waste,solid_waste_disposal_emissions_sources_confidence,co2_emissions,string
agriculture,manure_management_other_country_emissions,created_date,string
mineral_extraction,rock_quarrying_country_emissions,emissions_quantity,string
forestry_and_land_use,water_reservoirs_emissions_sources_confidence,co2_emissions,string
fossil_fuel_operations,coal_mining_emissions_sources_ownership,created_date,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,lon,string
forestry_and_land_use,forest_land_clearing_emissions_sources,other2,string
mineral_extraction,copper_mining_emissions_sources,temporal_granularity,string
forestry_and_land_use,water_reservoirs_country_emissions,modified_date,string
forestry_and_land_use,forest_land_fires_emissions_sources,other3_def,string
manufacturing,other_manufacturing_emissions_sources_confidence,activity,empty
mineral_extraction,iron_mining_country_emissions,created_date,string
forestry_and_land_use,wetland_fires_emissions_sources_confidence,total_co2e_100yrgwp,string
forestry_and_land_use,water_reservoirs_emissions_sources,source_id,string
mineral_extraction,copper_mining_emissions_sources,source_type,string
forestry_and_land_use,net_forest_land_country_emissions,sector,string
agriculture,manure_management_cattle_feedlot_country_emissions,temporal_granularity,string
transportation,international_shipping_emissions_sources_confidence,source_id,string
manufacturing,petrochemicals_emissions_sources,lon,string
mineral_extraction,copper_mining_country_emissions,gas,string
fossil_fuel_operations,coal_mining_emissions_sources,other5_def,string
agriculture,cropland_fires_emissions_sources,other6_def,empty
forestry_and_land_use,net_shrubgrass_country_emissions,emissions_quantity,string
agriculture,manure_left_on_pasture_cattle_emissions_sources_confidence,capacity,string
mineral_extraction,iron_mining_emissions_sources_confidence,capacity_factor,empty
transportation,domestic_aviation_emissions_sources_ownership,percent_parent_datasource,string
manufacturing,petrochemicals_emissions_sources_confidence,subsector,string
transportation,domestic_shipping_emissions_sources_confidence,n2o_emissions,empty
forestry_and_land_use,wetland_fires_country_emissions,emissions_quantity_units,string
agriculture,rice_cultivation_emissions_sources,other9,empty
mineral_extraction,bauxite_mining_emissions_sources,other1,empty
waste,wastewater_treatment_and_discharge_emissions_sources,other2,string
agriculture,cropland_fires_emissions_sources,other2,string
transportation,domestic_shipping_emissions_sources,temporal_granularity,string
power,electricity_generation_emissions_sources,other8_def,empty
transportation,domestic_shipping_emissions_sources,source_type,empty
transportation,international_shipping_emissions_sources,geometry_ref,string
manufacturing,cement_emissions_sources_ownership,end_date,string
forestry_and_land_use,net_wetland_emissions_sources,lon,string
